,Unnamed: 0,ru_word,ru_tag,token,en_word,syn_ratio,sem_ratio,translation,similarity
15042,36268,попинать,VERB,popinat,pointe,77.0,0.22,kick,16.94
15043,36673,промедол,NOUN,promedol,romeo,77.0,0.22,promedol,16.94
15044,40444,лэтимер,NOUN,letimer,timers,77.0,0.22,latimer,16.94
15045,45002,парижанка,NOUN,parijan,marian,77.0,0.22,Parisian,16.94
15046,47792,сельхоз,NOUN,salfhos,salons,77.0,0.22,agricultural,16.94
15047,48042,глазик,NOUN,glasic,plastic,77.0,0.22,little eye,16.94
15048,48155,ларисса,NOUN,lariss,solaris,77.0,0.22,larissa,16.94
15049,48455,положа,ADJ,pologa,apology,77.0,0.22,put,16.94
15050,49724,протопить,VERB,protopit,proto,77.0,0.22,heat,16.94
15051,50298,паранджа,NOUN,parandia,prada,77.0,0.22,veil,16.94
15052,51232,раменский,ADJ,ramensk,frames,77.0,0.22,ramensky,16.94
15053,52889,свастика,NOUN,suastic,static,77.0,0.22,swastika,16.94
15054,54234,арбалетный,VERB,arbalet,tablet,77.0,0.22,crossbow,16.94
15055,59724,шорник,NOUN,shrnic,chronic,77.0,0.22,saddler,16.94
15056,59959,корчмарь,NOUN,corctar,mortar,77.0,0.22,innkeeper,16.94
15057,65681,литания,NOUN,letano,ethanol,77.0,0.22,litany,16.94
15058,380,войти,VERB,voity,velocity,77.0,0.21,to come in,16.17
15059,798,болезнь,NOUN,bolesn,bottles,77.0,0.21,disease,16.17
15061,1115,фамилия,NOUN,familio,family,77.0,0.21,surname,16.17
15062,1446,делаться,VERB,delatcs,delays,77.0,0.21,make,16.17
15063,1823,бесконечный,ADJ,besconic,sonic,77.0,0.21,endless,16.17
15064,2615,ступень,NOUN,stupen,student,77.0,0.21,stage,16.17
15065,2780,съемка,NOUN,pdemc,pandemic,77.0,0.21,shooting,16.17
15066,5334,затронуть,VERB,satronut,trout,77.0,0.21,affect,16.17
15067,10299,питие,NOUN,pitie,positive,77.0,0.21,drinking,16.17
15068,11943,корыстный,ADJ,corist,tourist,77.0,0.21,selfish,16.17
15069,13860,шутник,NOUN,chtnic,chaotic,77.0,0.21,joker,16.17
15070,14987,шакал,NOUN,chcal,chemical,77.0,0.21,jackal,16.17
15071,16149,повальный,ADJ,poval,approval,77.0,0.21,general,16.17
15072,16275,флигель,NOUN,fligel,foliage,77.0,0.21,outbuilding,16.17
15073,23636,беспилотный,ADJ,bespilot,pilot,77.0,0.21,unmanned,16.17
15074,25400,трещинка,NOUN,trscin,tracing,77.0,0.21,crack,16.17
15075,25880,кричать,VERB,crrcht,crochet,77.0,0.21,scream,16.17
15076,26258,линялый,ADJ,linall,pinball,77.0,0.21,faded,16.17
15077,26829,примирять,VERB,prmmirt,permit,77.0,0.21,reconcile,16.17
15078,27618,хейфец,NOUN,heffec,effects,77.0,0.21,Heifets,16.17
15079,27880,последить,VERB,posledit,posed,77.0,0.21,follow,16.17
15080,28241,торпедо,NOUN,torpedo,topped,77.0,0.21,torpedo,16.17
15081,30107,адюльтер,NOUN,adultter,adult,77.0,0.21,adultery,16.17
15082,30486,хрипота,NOUN,cripot,scripts,77.0,0.21,hoarseness,16.17
15083,30609,ренегат,NOUN,renegat,repeat,77.0,0.21,renegade,16.17
15084,31433,фатализм,NOUN,fatallsm,fatal,77.0,0.21,fatalism,16.17
15085,31938,багроветь,VERB,bagrove,groove,77.0,0.21,turn purple,16.17
15086,33073,иконопись,VERB,iconopis,icons,77.0,0.21,iconography,16.17
15087,33094,чихание,NOUN,chianie,chanel,77.0,0.21,sneezing,16.17
15088,34082,обжиг,ADJ,obbig,lobbying,77.0,0.21,burning,16.17
15089,34431,ленком,NOUN,lencom,telecom,77.0,0.21,Lenkom,16.17
15090,39900,дерзить,VERB,dersit,deposit,77.0,0.21,dare,16.17
15091,43038,раменский,ADJ,ramensk,frames,77.0,0.21,ramensky,16.17
15092,44230,андрэ,ADJ,andre,mandrake,77.0,0.21,andre,16.17
15093,44915,брусничный,ADJ,bruonic,brunei,77.0,0.21,lingonberry,16.17
15094,45030,мордастый,ADJ,mordast,modest,77.0,0.21,cheeky,16.17
15095,46461,крестница,NOUN,crestnic,crest,77.0,0.21,goddaughter,16.17
15096,46695,радение,NOUN,radenie,radeon,77.0,0.21,zeal,16.17
15097,47027,скопас,NOUN,scopas,compass,77.0,0.21,scopas,16.17
15098,48430,стронуть,VERB,stronut,struct,77.0,0.21,move,16.17
15099,49178,подтереть,VERB,podtere,poster,77.0,0.21,wipe,16.17
15100,49423,инфра,NOUN,infrr,infrared,77.0,0.21,infra,16.17
15101,50644,терракота,NOUN,terracot,terra,77.0,0.21,terracotta,16.17
15103,53972,обвалить,VERB,obualet,cobalt,77.0,0.21,collapse,16.17
15104,56749,валиум,NOUN,valium,calcium,77.0,0.21,valium,16.17
15105,57921,полевик,NOUN,polevic,poetic,77.0,0.21,field worker,16.17
15106,58186,паранджа,NOUN,parandia,prada,77.0,0.21,veil,16.17
15107,62380,фарамир,NOUN,faramir,farmer,77.0,0.21,faramir,16.17
15108,62981,бублика,NOUN,bullic,bullock,77.0,0.21,donut,16.17
15109,63217,посудин,NOUN,posudin,posing,77.0,0.21,vessel,16.17
15110,1296,сложиться,VERB,slokitcs,slots,77.0,0.2,take shape,15.4
15111,5919,ускорить,VERB,uscorit,escort,77.0,0.2,speed up,15.4
15112,6690,пристальный,ADJ,pristal,postal,77.0,0.2,close,15.4
15113,10094,ипотека,NOUN,ipotec,protect,77.0,0.2,mortgage,15.4
15114,10954,скрутить,VERB,scrutit,script,77.0,0.2,twist,15.4
15115,12780,летательный,ADJ,letatel,lethal,77.0,0.2,flying,15.4
15116,13298,помирать,VERB,pomirat,pirate,77.0,0.2,die,15.4
15117,15193,конопля,NOUN,conopl,control,77.0,0.2,hemp,15.4
15118,16719,похолодеть,VERB,pooolode,poole,77.0,0.2,get colder,15.4
15119,16753,эксплуатационный,ADJ,exppluatationn,explanations,77.0,0.2,operational,15.4
15120,17119,коронный,ADJ,coronn,corning,77.0,0.2,crown,15.4
15121,17272,догорать,VERB,dohorat,cohort,77.0,0.2,burn out,15.4
15122,18201,савелий,NOUN,saweli,israeli,77.0,0.2,savely,15.4
15123,19500,томат,NOUN,tomat,tomatoes,77.0,0.2,tomato,15.4
15124,19759,ангина,NOUN,angina,hanging,77.0,0.2,angina,15.4
15125,20232,неписаный,ADJ,nepisan,nissan,77.0,0.2,unwritten,15.4
15126,21033,застроить,VERB,sastroit,astro,77.0,0.2,build up,15.4
15127,22072,сторожка,NOUN,storokc,stroke,77.0,0.2,gatehouse,15.4
15128,22295,памфлет,NOUN,pamflet,pallet,77.0,0.2,pamphlet,15.4
15129,24938,чаровать,VERB,chrovat,throat,77.0,0.2,charm,15.4
15130,25072,моторика,NOUN,motoric,metric,77.0,0.2,motility,15.4
15131,27889,хаббард,NOUN,habbard,hazard,77.0,0.2,hubbard,15.4
15132,28347,пастельный,ADJ,pastel,plaster,77.0,0.2,pastel,15.4
15133,31164,сетчатый,VERB,setcht,stretch,77.0,0.2,reticulate,15.4
15134,32827,брезжить,VERB,bresfit,breast,77.0,0.2,glimpse,15.4
15135,33115,брукнер,NOUN,brucner,burner,77.0,0.2,bruckner,15.4
15136,34694,пролётка,NOUN,proletc,poetic,77.0,0.2,span,15.4
15137,35901,базельский,ADJ,baselssk,bases,77.0,0.2,Basel,15.4
15138,37566,спаренный,ADJ,sparenn,sparse,77.0,0.2,paired,15.4
15139,37977,метелица,NOUN,metelic,metric,77.0,0.2,blizzard,15.4
15140,38662,подушный,ADJ,podus,products,77.0,0.2,poll,15.4
15141,39215,конопляный,ADJ,conopl,control,77.0,0.2,hemp,15.4
15142,40018,плотик,NOUN,plotic,pontiac,77.0,0.2,raft,15.4
15143,41235,бакинец,NOUN,bakinec,baking,77.0,0.2,Bakuvian,15.4
15144,41457,иконописный,ADJ,iconopis,icons,77.0,0.2,iconic,15.4
15145,41957,братина,NOUN,bratina,rating,77.0,0.2,brother,15.4
15146,42579,пастель,NOUN,pastel,plaster,77.0,0.2,pastel,15.4
15147,43438,залман,NOUN,salman,walkman,77.0,0.2,zalman,15.4
15148,44380,чухонец,NOUN,choonec,choose,77.0,0.2,chikhonets,15.4
15149,44836,атомизм,NOUN,atomism,autism,77.0,0.2,atomism,15.4
15150,45601,следопыт,NOUN,sledope,slopes,77.0,0.2,pathfinder,15.4
15151,46362,портсмут,VERB,portstut,ports,77.0,0.2,Portsmouth,15.4
15152,48005,недолёт,NOUN,nedolet,needle,77.0,0.2,undershoot,15.4
15153,49044,съёмка,NOUN,pdemc,pandemic,77.0,0.2,shooting,15.4
15154,50715,стэнвик,NOUN,stenvic,scenic,77.0,0.2,stanwyck,15.4
15155,53402,кляссер,NOUN,clisser,lesser,77.0,0.2,stockbook,15.4
15156,55675,спрямить,VERB,srrmmit,summit,77.0,0.2,straighten,15.4
15157,56926,красить,VERB,crasit,transit,77.0,0.2,paint,15.4
15158,58153,яблоневый,ADJ,yblonel,lonely,77.0,0.2,apple,15.4
15159,59492,стронций,NOUN,stronci,strong,77.0,0.2,strontium,15.4
15160,61173,шенберг,NOUN,chngerr,cherry,77.0,0.2,schoenberg,15.4
15161,62870,ксандер,NOUN,caander,wander,77.0,0.2,xander,15.4
15162,63573,фредерикс,NOUN,frederix,fedex,77.0,0.2,Frederiks,15.4
15163,63991,испарять,VERB,hspart,subpart,77.0,0.2,evaporate,15.4
15164,65274,заутреня,NOUN,sautren,satire,77.0,0.2,matins,15.4
15165,283,принимать,VERB,prinymat,print,77.0,0.19,accept,14.63
15166,2501,домик,NOUN,domic,domestic,77.0,0.19,house,14.63
15167,2522,медведь,NOUN,medued,amended,77.0,0.19,bear,14.63
15168,3789,ругаться,VERB,rueatcs,treats,77.0,0.19,swear,14.63
15169,4367,прибытие,NOUN,pribctie,price,77.0,0.19,arrival,14.63
15170,4411,граната,NOUN,granat,migrant,77.0,0.19,grenade,14.63
15171,5688,читаться,VERB,chtatcs,charts,77.0,0.19,be read,14.63
15172,6728,сорокин,NOUN,sorokin,rockin,77.0,0.19,sorokin,14.63
15173,6918,цилиндр,NOUN,cilinde,inline,77.0,0.19,cylinder,14.63
15174,7098,стартовый,ADJ,startovl,start,77.0,0.19,starting,14.63
15175,7629,гаишник,NOUN,garscic,arctic,77.0,0.19,traffic cop,14.63
15176,12124,вторить,VERB,ttorit,tourist,77.0,0.19,echo,14.63
15177,12327,кормиться,VERB,cormitcs,comic,77.0,0.19,feed,14.63
15178,12718,проводка,NOUN,provodc,proved,77.0,0.19,wiring,14.63
15179,15198,сестрица,NOUN,sestric,septic,77.0,0.19,sister,14.63
15180,16570,язвительный,ADJ,sswitel,swivel,77.0,0.19,caustic,14.63
15181,17358,мучитель,NOUN,mochtel,motels,77.0,0.19,tormentor,14.63
15182,17876,выпирать,VERB,vppirat,pirate,77.0,0.19,stick out,14.63
15183,18119,мирянин,NOUN,miranin,mining,77.0,0.19,layman,14.63
15184,19287,маниакальный,ADJ,maniacal,mania,77.0,0.19,manic,14.63
15185,19426,саранча,NOUN,saranch,search,77.0,0.19,locust,14.63
15186,19512,скупиться,VERB,suuuitcs,suits,77.0,0.19,stint,14.63
15187,19968,перина,NOUN,perina,perkins,77.0,0.19,featherbed,14.63
15188,21868,закулисный,ADJ,saculls,stalls,77.0,0.19,backstage,14.63
15189,21968,синоптик,NOUN,sinoptic,optic,77.0,0.19,synoptic,14.63
15190,22002,истерзать,VERB,hsterrat,terra,77.0,0.19,torment,14.63
15191,22141,сурик,NOUN,soric,historic,77.0,0.19,minium,14.63
15192,22330,интоксикация,NOUN,intoxiicatio,identification,77.0,0.19,intoxication,14.63
15193,22995,финалист,NOUN,finallst,fills,77.0,0.19,finalist,14.63
15194,25348,выделить,VERB,vadelet,delete,77.0,0.19,highlight,14.63
15195,25358,почтамт,VERB,postamt,postal,77.0,0.19,post office,14.63
15196,26668,шумер,NOUN,csmer,cashmere,77.0,0.19,Sumerian,14.63
15197,27079,гармонь,NOUN,garmon,garment,77.0,0.19,harmonic,14.63
15198,27663,стольник,NOUN,stolnic,stolen,77.0,0.19,steward,14.63
15199,27680,виктюк,NOUN,victto,vuitton,77.0,0.19,viktyuk,14.63
15200,28141,ошиваться,VERB,ochvatcs,chats,77.0,0.19,hang around,14.63
15201,28570,сигануть,VERB,siganut,signup,77.0,0.19,jump,14.63
15202,28818,скрестись,VERB,screstis,crest,77.0,0.19,scratch,14.63
15203,33049,прожечь,VERB,proinx,protein,77.0,0.19,burn through,14.63
15204,33574,плюшкин,ADJ,pluccin,plugin,77.0,0.19,plushkin,14.63
15205,33839,заливной,VERB,salivno,saline,77.0,0.19,jellied,14.63
15206,34549,райсовет,NOUN,raisovet,raise,77.0,0.19,district council,14.63
15207,36315,изувер,NOUN,isuuer,insurer,77.0,0.19,fanatic,14.63
15208,37037,парадин,NOUN,paradin,parade,77.0,0.19,paradin,14.63
15209,38107,перемыть,VERB,peremi,premium,77.0,0.19,wash,14.63
15210,40443,королём,ADJ,corolem,cooled,77.0,0.19,king,14.63
15211,40865,фундаментальность,NOUN,fondamentalnoss,fundamental,77.0,0.19,fundamentality,14.63
15212,43158,колодезь,NOUN,colodes,oldies,77.0,0.19,well,14.63
15213,44303,дизайн,NOUN,disig,advising,77.0,0.19,design,14.63
15214,45159,альенде,NOUN,alpende,lender,77.0,0.19,allende,14.63
15215,45872,вылакать,VERB,vllacat,vacant,77.0,0.19,lap up,14.63
15216,46435,сейнер,NOUN,senner,steiner,77.0,0.19,seiner,14.63
15217,48727,обнулить,VERB,obullet,outlet,77.0,0.19,reset,14.63
15218,50763,сибарит,VERB,sfbarit,safari,77.0,0.19,sybarite,14.63
15219,51951,суперэго,VERB,superego,super,77.0,0.19,superego,14.63
15220,53522,эрскин,NOUN,erskin,perkins,77.0,0.19,erskine,14.63
15221,53571,фруктоза,NOUN,fructos,fruits,77.0,0.19,fructose,14.63
15222,55441,варик,NOUN,varic,variance,77.0,0.19,varicose,14.63
15223,56399,плюсик,VERB,plusic,plastic,77.0,0.19,plus sign,14.63
15224,56565,хорнет,VERB,horret,forrest,77.0,0.19,hornet,14.63
15225,56872,латимер,NOUN,latimer,timers,77.0,0.19,latimer,14.63
15226,58896,чоппер,NOUN,chpper,chopped,77.0,0.19,chopper,14.63
15227,59409,пристрой,NOUN,pristro,bistro,77.0,0.19,annex,14.63
15228,60036,делавэр,ADJ,delauer,dealer,77.0,0.19,Delaware,14.63
15229,60814,вскоpе,NOUN,sscooe,scooter,77.0,0.19,soon,14.63
15230,61098,варнер,NOUN,varrer,carrier,77.0,0.19,warner,14.63
15231,8158,гласность,NOUN,glaanoss,gloss,77.0,0.18,publicity,13.86
15232,9009,валиться,VERB,valetcs,values,77.0,0.18,fall,13.86
15233,9055,заносить,VERB,sanosit,sanity,77.0,0.18,bring in,13.86
15234,9600,грянуть,VERB,granut,migrant,77.0,0.18,burst out,13.86
15235,15626,малдер,NOUN,malder,smaller,77.0,0.18,mulder,13.86
15236,16158,веселить,VERB,vesalet,resale,77.0,0.18,amuse,13.86
15237,17242,лазейка,NOUN,laseic,plastic,77.0,0.18,loophole,13.86
15238,18579,коротать,VERB,corotat,rotate,77.0,0.18,while away,13.86
15239,19691,игральный,ADJ,igral,integral,77.0,0.18,playing,13.86
15240,20660,замутить,VERB,smmutit,summit,77.0,0.18,stir up,13.86
15241,21389,сокольник,NOUN,socolnic,sonic,77.0,0.18,falconer,13.86
15242,21920,песенный,ADJ,pesenn,present,77.0,0.18,song,13.86
15243,24553,прибалт,NOUN,pribalt,tribal,77.0,0.18,Balts,13.86
15244,25071,слабительный,ADJ,slabttel,slate,77.0,0.18,laxative,13.86
15245,26095,протопоп,NOUN,protopop,proto,77.0,0.18,archpriest,13.86
15246,26213,россини,NOUN,rossin,erosion,77.0,0.18,rossini,13.86
15247,26244,ацетон,NOUN,aceton,faction,77.0,0.18,acetone,13.86
15248,26841,хрущёвка,NOUN,cruche,crushed,77.0,0.18,Khrushchev,13.86
15249,27005,тряпица,NOUN,trypic,typical,77.0,0.18,rag,13.86
15250,27030,плавательный,ADJ,plavatel,plate,77.0,0.18,swimming,13.86
15251,29324,стёганый,ADJ,stscan,tuscany,77.0,0.18,quilted,13.86
15252,30720,поперёк,NOUN,popersk,papers,77.0,0.18,across,13.86
15253,31718,холодец,NOUN,holodec,hoodie,77.0,0.18,aspic,13.86
15254,32394,пошляк,NOUN,pochic,psychic,77.0,0.18,vulgar,13.86
15255,35135,лихонин,NOUN,lifonin,lining,77.0,0.18,lichonin,13.86
15256,35517,базальт,NOUN,basalt,assault,77.0,0.18,basalt,13.86
15257,37898,похерить,VERB,poserit,poster,77.0,0.18,give a fuck,13.86
15258,37988,савойский,ADJ,savoisk,avoids,77.0,0.18,Savoyard,13.86
15259,39462,шеремет,NOUN,chremet,cement,77.0,0.18,sheremet,13.86
15260,40523,дебошир,NOUN,debochr,debtor,77.0,0.18,rowdy,13.86
15261,45223,грудинка,NOUN,grudin,grading,77.0,0.18,brisket,13.86
15262,47872,прелат,VERB,prelat,relates,77.0,0.18,prelate,13.86
15263,49648,пеменхат,NOUN,pemenat,cement,77.0,0.18,pemenhat,13.86
15264,52056,казниться,VERB,casnitcs,casts,77.0,0.18,be executed,13.86
15265,52493,затянуть,VERB,satinut,saints,77.0,0.18,tighten,13.86
15266,52695,кинкейд,NOUN,kinkedd,kicked,77.0,0.18,kincaid,13.86
15267,54393,школьник,NOUN,scolnic,scenic,77.0,0.18,schoolboy,13.86
15268,56276,карстен,NOUN,carsten,coarse,77.0,0.18,karsten,13.86
15269,56302,потешать,VERB,potisht,polish,77.0,0.18,amuse,13.86
15270,58465,королёв,NOUN,coroleu,carole,77.0,0.18,queens,13.86
15271,59513,стругать,VERB,strueat,treats,77.0,0.18,plan,13.86
15272,60718,аррас,NOUN,arras,warrants,77.0,0.18,arras,13.86
15273,61735,четвёрка,NOUN,cktterk,cutter,77.0,0.18,four,13.86
15274,2101,француз,NOUN,frantus,francs,77.0,0.17,Frenchman,13.09
15275,9250,разорить,VERB,rrsorit,resort,77.0,0.17,ruin,13.09
15276,9384,флакон,NOUN,flacon,faction,77.0,0.17,bottle,13.09
15277,10482,кардинальный,ADJ,cardinal,canal,77.0,0.17,cardinal,13.09
15278,10498,огорчить,VERB,ohorcht,cohort,77.0,0.17,upset,13.09
15279,10867,болван,NOUN,bolvan,boolean,77.0,0.17,blockhead,13.09
15280,10902,замыкать,VERB,smmicat,summit,77.0,0.17,close,13.09
15281,11080,бывалый,ADJ,bovall,overall,77.0,0.17,experienced,13.09
15282,11235,старомодный,ADJ,staromod,stood,77.0,0.17,old-fashioned,13.09
15283,12532,пожелтеть,VERB,poialte,pointe,77.0,0.17,turn yellow,13.09
15284,12972,свинин,NOUN,swinin,winding,77.0,0.17,pork,13.09
15285,13957,взвалить,VERB,usualet,usable,77.0,0.17,shoulder,13.09
15286,17015,баптист,NOUN,baptist,artist,77.0,0.17,Baptist,13.09
15287,17466,заклинить,VERB,saclinit,clint,77.0,0.17,jam,13.09
15288,20414,прилежный,ADJ,prileg,profile,77.0,0.17,diligent,13.09
15289,23296,беньямин,NOUN,benamin,benign,77.0,0.17,benjamin,13.09
15290,23694,поголовный,VERB,poholooe,poole,77.0,0.17,universal,13.09
15291,23954,кабала,NOUN,cabala,catalan,77.0,0.17,bondage,13.09
15292,23985,свистеть,VERB,swiste,twisted,77.0,0.17,whistle,13.09
15293,24556,барочный,ADJ,baros,barbados,77.0,0.17,baroque,13.09
15294,25320,селезенка,NOUN,salesen,scales,77.0,0.17,spleen,13.09
15295,25444,табак,NOUN,tabac,talkback,77.0,0.17,tobacco,13.09
15296,25561,скинуться,VERB,skinutcs,skins,77.0,0.17,chip in,13.09
15297,26865,вереск,NOUN,veresk,everest,77.0,0.17,heather,13.09
15298,27834,миндальный,ADJ,mindal,nominal,77.0,0.17,almond,13.09
15299,28562,чендлер,NOUN,chndler,handle,77.0,0.17,chandler,13.09
15300,28819,пригнуть,VERB,prignut,sprint,77.0,0.17,bend down,13.09
15301,29064,дубинин,NOUN,duuinin,dining,77.0,0.17,dubinin,13.09
15302,29809,намылить,VERB,namllet,pallet,77.0,0.17,lather,13.09
15303,30402,шейпинг,NOUN,chyping,typing,77.0,0.17,shaping,13.09
15304,31829,затылочный,ADJ,sattlas,salads,77.0,0.17,occipital,13.09
15305,33032,вестерн,NOUN,vesterm,tester,77.0,0.17,Western,13.09
15306,33296,искрить,VERB,hscrit,scripts,77.0,0.17,spark,13.09
15307,33486,впарить,VERB,uparit,upright,77.0,0.17,sell,13.09
15308,34734,потреба,VERB,potreb,posture,77.0,0.17,needs,13.09
15309,35023,трескать,VERB,trescat,treats,77.0,0.17,crack,13.09
15310,35956,бузить,VERB,bulit,bullshit,77.0,0.17,buzz,13.09
15311,36310,отпивать,VERB,ospivat,privat,77.0,0.17,sip,13.09
15312,36520,силища,NOUN,silics,smilies,77.0,0.17,powers,13.09
15313,36643,оттенить,VERB,ottenit,gotten,77.0,0.17,set off,13.09
15314,38354,радистка,NOUN,radistc,radios,77.0,0.17,radio operator,13.09
15315,39178,померяться,VERB,pomertcs,poets,77.0,0.17,to measure,13.09
15316,39998,целибат,NOUN,cellbat,cellar,77.0,0.17,celibacy,13.09
15317,40309,селифан,NOUN,salifan,saline,77.0,0.17,selifan,13.09
15318,42335,нестись,VERB,nestis,genesis,77.0,0.17,rush,13.09
15319,42626,запашок,NOUN,sapachc,apache,77.0,0.17,smell,13.09
15320,43834,околыш,NOUN,ocolis,foolish,77.0,0.17,band,13.09
15321,43937,вовкин,ADJ,voiein,viewing,77.0,0.17,vovkin,13.09
15322,44452,транец,NOUN,tranec,trained,77.0,0.17,transom,13.09
15323,45120,застудить,VERB,sastudit,saudi,77.0,0.17,catch a cold,13.09
15324,45421,баллист,NOUN,balllst,ballot,77.0,0.17,ballista,13.09
15325,45819,пурген,NOUN,purgen,urgency,77.0,0.17,purgen,13.09
15326,46100,вероятие,NOUN,veroutie,route,77.0,0.17,probability,13.09
15327,47501,шебаршин,NOUN,chbarcin,chain,77.0,0.17,shebarshin,13.09
15328,49010,курфюрст,NOUN,corrurst,court,77.0,0.17,elector,13.09
15329,49223,бомбовоз,NOUN,bombovos,bombs,77.0,0.17,bomb carrier,13.09
15330,49526,чухонец,NOUN,choonec,choose,77.0,0.17,chikhonets,13.09
15331,49627,фильмец,NOUN,filmmec,filmed,77.0,0.17,filmmaker,13.09
15332,49765,дрючить,VERB,drocht,crochet,77.0,0.17,bang,13.09
15333,54073,окрылить,VERB,ockvlet,socket,77.0,0.17,inspire,13.09
15334,54536,мастерок,NOUN,masteroc,astro,77.0,0.17,Master OK,13.09
15335,54875,ривьер,NOUN,rivier,olivier,77.0,0.17,riviera,13.09
15336,54899,простата,NOUN,prostat,rotate,77.0,0.17,prostate,13.09
15337,55882,дурилка,NOUN,durile,durable,77.0,0.17,fool,13.09
15338,59834,затертый,ADJ,satert,sweater,77.0,0.17,worn out,13.09
15339,61190,шестерня,NOUN,chstern,chaser,77.0,0.17,gear,13.09
15340,63032,разорить,VERB,rrsorit,resort,77.0,0.17,ruin,13.09
15341,63351,маловерный,VERB,malover,movers,77.0,0.17,of little faith,13.09
15342,64905,просяной,ADJ,prostno,proton,77.0,0.17,millet,13.09
15343,312,партия,NOUN,partio,parties,77.0,0.16,the consignment,12.32
15344,324,желание,NOUN,galanie,glance,77.0,0.16,wish,12.32
15345,1518,выделить,VERB,vadelet,delete,77.0,0.16,highlight,12.32
15346,3359,приложить,VERB,prilokit,pilot,77.0,0.16,attach,12.32
15347,5423,веселие,NOUN,vesalie,saline,77.0,0.16,fun,12.32
15348,6272,азиатский,ADJ,assatsk,assays,77.0,0.16,Asiatic,12.32
15349,7247,скрипеть,VERB,scriee,screwed,77.0,0.16,creak,12.32
15350,9105,чехол,NOUN,chcol,charcoal,77.0,0.16,case,12.32
15351,9466,пробудить,VERB,probudit,proud,77.0,0.16,awaken,12.32
15352,10087,фальсификация,NOUN,falssificatio,qualification,77.0,0.16,falsification,12.32
15353,12159,ускоренный,ADJ,uscorenn,score,77.0,0.16,accelerated,12.32
15354,12290,врезать,VERB,vresat,everest,77.0,0.16,embed,12.32
15355,12333,прощанье,VERB,prochnne,roche,77.0,0.16,farewell,12.32
15356,13301,клетчатый,ADJ,cletcht,clutch,77.0,0.16,checkered,12.32
15357,13363,ценитель,NOUN,cenitel,centre,77.0,0.16,connoisseur,12.32
15358,14366,идеализм,NOUN,ideallsm,ideal,77.0,0.16,idealism,12.32
15359,14859,абхазский,ADJ,aboassk,boasts,77.0,0.16,Abkhazian,12.32
15360,15357,еврейка,NOUN,eeraic,generic,77.0,0.16,jewish,12.32
15361,17464,жалюзи,NOUN,galuly,gallery,77.0,0.16,blinds,12.32
15362,23069,шириться,VERB,chritcs,charts,77.0,0.16,expand,12.32
15363,23165,сирин,NOUN,sirin,stirring,77.0,0.16,Sirin,12.32
15364,24365,алёна,NOUN,alera,aguilera,77.0,0.16,Alyona,12.32
15365,25435,надрез,ADJ,nadres,nearest,77.0,0.16,notch,12.32
15366,26156,гангрена,NOUN,gangrena,arena,77.0,0.16,gangrene,12.32
15367,27297,лавиния,NOUN,lavino,leaving,77.0,0.16,lavinia,12.32
15368,30040,шанель,NOUN,chnel,channels,77.0,0.16,chanel,12.32
15369,31794,петенька,NOUN,petengc,peeing,77.0,0.16,petenka,12.32
15370,32997,гренада,NOUN,grenad,renamed,77.0,0.16,Grenada,12.32
15371,33800,триптих,NOUN,triptic,critic,77.0,0.16,triptych,12.32
15372,34121,чахоточный,ADJ,chaotos,photos,77.0,0.16,consumptive,12.32
15373,34633,посполита,NOUN,pospolet,poole,77.0,0.16,Commonwealth,12.32
15374,35702,инсар,NOUN,insar,dinosaur,77.0,0.16,insar,12.32
15375,36012,шлиман,NOUN,chiman,chilean,77.0,0.16,Schlimann,12.32
15376,36752,отгрызть,VERB,ohrist,tourist,77.0,0.16,bite off,12.32
15377,37262,баиньки,NOUN,baingki,baking,77.0,0.16,bainki,12.32
15378,37572,понтонный,ADJ,pontonn,photon,77.0,0.16,pontoon,12.32
15379,37947,осерчать,VERB,osercht,search,77.0,0.16,get angry,12.32
15380,38416,клёкот,NOUN,clecot,collect,77.0,0.16,scream,12.32
15381,38997,боярство,NOUN,boorstto,boost,77.0,0.16,boyars,12.32
15382,39265,гризли,NOUN,grisle,grilled,77.0,0.16,grizzly,12.32
15383,39268,тамзин,NOUN,tamsin,tasting,77.0,0.16,tamzin,12.32
15384,39284,пробитие,NOUN,probttie,probe,77.0,0.16,penetration,12.32
15385,39666,провизор,NOUN,provizor,prior,77.0,0.16,pharmacist,12.32
15386,40199,некроз,NOUN,necros,neurons,77.0,0.16,necrosis,12.32
15387,40480,безглазый,ADJ,besflash,slash,77.0,0.16,eyeless,12.32
15388,40567,списочный,ADJ,spisos,pistons,77.0,0.16,list,12.32
15389,40651,лимерик,NOUN,limeric,metric,77.0,0.16,limerick,12.32
15390,41321,коченеть,VERB,cochne,cocaine,77.0,0.16,stiffen,12.32
15391,41848,севрский,ADJ,seersk,servers,77.0,0.16,Sèvres,12.32
15392,46150,коровьев,NOUN,corovie,cookie,77.0,0.16,cow's,12.32
15393,46171,селёдочный,ADJ,saledos,scales,77.0,0.16,herring,12.32
15394,46469,обуглить,VERB,obullet,outlet,77.0,0.16,char,12.32
15395,48901,углеродный,ADJ,ullerod,fuller,77.0,0.16,carbon,12.32
15396,50398,капустка,NOUN,capustc,campus,77.0,0.16,cabbage,12.32
15397,50454,камов,NOUN,camoo,cameroon,77.0,0.16,kamov,12.32
15398,51136,метаязык,NOUN,metasic,metric,77.0,0.16,metalanguage,12.32
