,Unnamed: 0,ru_word,ru_tag,token,en_word,syn_ratio,sem_ratio,translation
435,24807,паркинг,NOUN,parking,parking,100.0,1.0,parking
436,3001,террорист,NOUN,terrorist,terrorist,100.0,1.0,terrorist
438,11454,резидент,NOUN,resident,resident,100.0,1.0,resident
439,3921,субъективный,ADJ,subjective,subjective,100.0,1.0,subjective
440,10282,интуитивный,ADJ,intuitive,intuitive,100.0,1.0,intuitive
441,15746,пластик,NOUN,plastic,plastic,100.0,1.0,plastic
442,44916,пистоль,NOUN,pistol,pistol,100.0,1.0,pistol
443,23911,хост,NOUN,host,host,100.0,1.0,host
444,33982,генерал,NOUN,general,general,100.0,1.0,general
446,3620,рациональный,ADJ,rational,rational,100.0,1.0,rational
448,729,генерал,NOUN,general,general,100.0,1.0,general
449,14181,генерал,NOUN,general,general,100.0,1.0,general
450,17426,генерал,NOUN,general,general,100.0,1.0,general
451,19332,генерал,NOUN,general,general,100.0,1.0,general
452,22636,генерал,NOUN,general,general,100.0,1.0,general
454,25122,генерал,NOUN,general,general,100.0,1.0,general
455,31328,генерал,NOUN,general,general,100.0,1.0,general
456,35479,генерал,NOUN,general,general,100.0,1.0,general
457,38755,генерал,NOUN,general,general,100.0,1.0,general
458,43669,генерал,NOUN,general,general,100.0,1.0,general
459,45660,генерал,NOUN,general,general,100.0,1.0,general
460,49472,генерал,NOUN,general,general,100.0,1.0,general
461,53272,генерал,NOUN,general,general,100.0,1.0,general
462,56239,генерал,NOUN,general,general,100.0,1.0,general
463,60230,генерал,NOUN,general,general,100.0,1.0,general
464,64516,генерал,NOUN,general,general,100.0,1.0,general
465,2546,оригинальный,ADJ,original,original,100.0,1.0,original
468,13732,концепт,NOUN,concept,concept,100.0,1.0,concept
472,50345,диск,NOUN,disk,disk,100.0,1.0,disk
473,7351,проблемный,ADJ,problem,problem,100.0,1.0,problem
475,13176,тривиальный,ADJ,trivial,trivial,100.0,1.0,trivial
476,27356,фиат,NOUN,fiat,fiat,100.0,1.0,fiat
478,5429,пассивный,ADJ,passive,passive,100.0,1.0,passive
479,23986,толерантный,ADJ,tolerant,tolerant,100.0,1.0,tolerant
480,1172,материальный,ADJ,material,material,100.0,1.0,material
481,48903,лаптоп,NOUN,laptop,laptop,100.0,1.0,laptop
482,52853,понг,NOUN,pong,pong,100.0,1.0,pong
483,40484,металлик,NOUN,metallic,metallic,100.0,1.0,metallic
484,2520,негативный,ADJ,negative,negative,100.0,1.0,negative
488,55399,сепаратор,NOUN,separator,separator,100.0,1.0,separator
490,3131,коллективный,ADJ,collective,collective,100.0,1.0,collective
493,3293,позитивный,ADJ,positive,positive,100.0,1.0,positive
494,4709,вертикальный,ADJ,vertical,vertical,100.0,1.0,vertical
495,7279,спираль,NOUN,spiral,spiral,100.0,1.0,spiral
498,12285,овальный,ADJ,oval,oval,100.0,1.0,oval
500,61900,харвей,NOUN,harvey,harvey,100.0,1.0,harvey
501,14034,патентный,ADJ,patent,patent,100.0,1.0,patent
503,21950,фестивальный,ADJ,festival,festival,100.0,1.0,festival
504,1995,банк,NOUN,bank,bank,100.0,1.0,bank
505,27614,пинт,NOUN,pint,pint,100.0,1.0,pint
506,39209,фискал,VERB,fiscal,fiscal,100.0,1.0,fiscal
507,45266,пенсион,NOUN,pension,pension,100.0,1.0,pension
508,61688,падди,NOUN,paddy,paddy,100.0,1.0,paddy
510,13197,карп,NOUN,carp,carp,100.0,1.0,carp
512,7579,дивизион,NOUN,division,division,100.0,1.0,division
513,2193,коммунист,NOUN,communist,communist,100.0,1.0,communist
514,5546,визуальный,VERB,visual,visual,100.0,1.0,visual
516,19965,тракторный,ADJ,tractor,tractor,100.0,1.0,tractor
517,34304,минорный,ADJ,minor,minor,100.0,1.0,minor
520,20163,дебютный,ADJ,debut,debut,100.0,1.0,debut
526,29013,стандард,NOUN,standard,standard,100.0,1.0,standard
528,33921,фавор,NOUN,favor,favor,100.0,1.0,favor
529,36685,порт,NOUN,port,port,100.0,1.0,port
531,12543,теннисный,ADJ,tennis,tennis,100.0,1.0,tennis
533,17168,компакт,NOUN,compact,compact,100.0,1.0,compact
534,23237,компакт,NOUN,compact,compact,100.0,1.0,compact
535,25230,компакт,NOUN,compact,compact,100.0,1.0,compact
536,29288,виртуал,NOUN,virtual,virtual,100.0,1.0,virtual
537,29641,компакт,NOUN,compact,compact,100.0,1.0,compact
538,34801,компакт,NOUN,compact,compact,100.0,1.0,compact
540,44399,компакт,NOUN,compact,compact,100.0,1.0,compact
541,47924,компакт,NOUN,compact,compact,100.0,1.0,compact
542,11141,атлас,NOUN,atlas,atlas,100.0,1.0,atlas
543,16745,объектный,ADJ,object,object,100.0,1.0,object
545,31557,хостел,NOUN,hostel,hostel,100.0,1.0,hostel
549,53004,сауна,NOUN,sauna,sauna,100.0,1.0,sauna
550,3369,контрольный,ADJ,control,control,100.0,1.0,control
553,9668,ордер,NOUN,order,order,100.0,1.0,order
554,9940,мемориал,NOUN,memorial,memorial,100.0,1.0,memorial
562,13357,юнит,NOUN,unit,unit,100.0,1.0,unit
564,31836,дефективный,ADJ,defective,defective,100.0,1.0,defective
570,18680,органичный,ADJ,organic,organic,100.0,1.0,organic
572,30611,порт,NOUN,port,port,100.0,1.0,port
575,42143,семинар,NOUN,seminar,seminar,100.0,1.0,seminar
576,44378,танк,NOUN,tank,tank,100.0,1.0,tank
577,46046,тьютор,NOUN,tutor,tutor,100.0,1.0,tutor
583,29173,доминантный,ADJ,dominant,dominant,100.0,1.0,dominant
586,41359,радарный,ADJ,radar,radar,100.0,1.0,radar
589,51915,оттоманка,NOUN,ottoman,ottoman,100.0,1.0,ottoman
590,55430,рустика,NOUN,rustic,rustic,100.0,1.0,rustic
592,1472,региональный,ADJ,regional,regional,100.0,1.0,regional
594,17127,цементный,ADJ,cement,cement,100.0,1.0,cement
595,19262,фронтальный,ADJ,frontal,frontal,100.0,1.0,frontal
597,21581,радиальный,VERB,radial,radial,100.0,1.0,radial
602,50825,эльм,NOUN,elm,elm,100.0,1.0,elm
603,787,центральный,ADJ,central,central,100.0,1.0,central
606,5760,поп,NOUN,pop,pop,100.0,1.0,pop
607,7809,национал,VERB,national,national,100.0,1.0,national
609,15795,протестный,ADJ,protest,protest,100.0,1.0,protest
610,18199,сенсор,NOUN,sensor,sensor,100.0,1.0,sensor
616,51736,национал,NOUN,national,national,100.0,1.0,national
618,58198,национал,NOUN,national,national,100.0,1.0,national
622,4376,территориальный,ADJ,territorial,territorial,100.0,1.0,territorial
624,6126,минеральный,ADJ,mineral,mineral,100.0,1.0,mineral
628,57581,нап,NOUN,nap,nap,100.0,1.0,nap
630,610,студент,NOUN,student,student,100.0,1.0,student
633,15354,информативный,ADJ,informative,informative,100.0,1.0,informative
634,18872,хип,NOUN,hip,hip,100.0,1.0,hip
635,21587,протокольный,ADJ,protocol,protocol,100.0,1.0,protocol
636,33608,русс,NOUN,russ,russ,100.0,1.0,russ
637,40918,педальный,ADJ,pedal,pedal,100.0,1.0,pedal
641,788,профессиональный,ADJ,professional,professional,100.0,1.0,professional
643,4803,спонсор,NOUN,sponsor,sponsor,100.0,1.0,sponsor
646,11196,аттракцион,NOUN,attraction,attraction,100.0,1.0,attraction
647,12360,мемориальный,ADJ,memorial,memorial,100.0,1.0,memorial
649,20735,программер,VERB,programmer,programmer,100.0,1.0,programmer
650,25745,доминанта,NOUN,dominant,dominant,100.0,1.0,dominant
652,35878,стрип,NOUN,strip,strip,100.0,1.0,strip
653,36747,маре,NOUN,mare,mare,100.0,1.0,mare
654,40620,нормаль,VERB,normal,normal,100.0,1.0,normal
655,57723,сканнер,NOUN,scanner,scanner,100.0,1.0,scanner
661,13723,респект,NOUN,respect,respect,100.0,1.0,respect
663,21374,стат,VERB,stat,stat,100.0,1.0,stat
664,24719,пет,VERB,pet,pet,100.0,1.0,pet
666,34820,харлей,NOUN,harley,harley,100.0,1.0,harley
669,41748,дад,NOUN,dad,dad,100.0,1.0,dad
673,8206,кризисный,ADJ,crisis,crisis,100.0,1.0,crisis
677,13293,аффект,NOUN,affect,affect,100.0,1.0,affect
682,50081,асс,NOUN,ass,ass,100.0,1.0,ass
684,56974,централь,NOUN,central,central,100.0,1.0,central
685,64276,гем,NOUN,gem,gem,100.0,1.0,gem
688,18778,кап,NOUN,cap,cap,100.0,1.0,cap
689,20008,ремарка,NOUN,remark,remark,100.0,1.0,remark
691,35719,централ,NOUN,central,central,100.0,1.0,central
692,42244,туннельный,ADJ,tunnel,tunnel,100.0,1.0,tunnel
695,4755,коммунальный,ADJ,communal,communal,100.0,1.0,communal
696,9708,транзитный,ADJ,transit,transit,100.0,1.0,transit
697,10052,пакт,NOUN,pact,pact,100.0,1.0,pact
701,42116,драг,NOUN,drag,drag,100.0,1.0,drag
706,13047,призма,NOUN,prism,prism,100.0,1.0,prism
708,20725,пан,NOUN,pan,pan,100.0,1.0,pan
710,26997,роллс,NOUN,rolls,rolls,100.0,1.0,rolls
711,50474,комплемент,NOUN,complement,complement,100.0,1.0,complement
714,7363,поттер,NOUN,potter,potter,100.0,1.0,potter
719,38305,латин,NOUN,latin,latin,100.0,1.0,latin
721,60519,репринт,NOUN,reprint,reprint,100.0,1.0,reprint
724,5318,рекорд,NOUN,record,record,100.0,1.0,record
725,7011,контактный,ADJ,contact,contact,100.0,1.0,contact
727,10573,конфликтный,ADJ,conflict,conflict,100.0,1.0,conflict
728,12572,деструктивный,ADJ,destructive,destructive,100.0,1.0,destructive
730,16083,контрастный,ADJ,contrast,contrast,100.0,1.0,contrast
736,52598,оригинальный,ADJ,original,original,100.0,1.0,original
737,57693,бленд,NOUN,blend,blend,100.0,1.0,blend
739,64025,глобал,NOUN,global,global,100.0,1.0,global
743,5237,прогрессивный,ADJ,progressive,progressive,100.0,1.0,progressive
745,17483,фиг,NOUN,fig,fig,100.0,1.0,fig
747,30084,актор,NOUN,actor,actor,100.0,1.0,actor
763,42247,клиника,NOUN,clinic,clinic,100.0,1.0,clinic
771,5727,интеллигентный,ADJ,intelligent,intelligent,100.0,1.0,intelligent
775,13731,иконка,NOUN,icon,icon,100.0,1.0,icon
789,14837,ироничный,ADJ,ironic,ironic,100.0,1.0,ironic
790,21583,компресс,NOUN,compress,compress,100.0,1.0,compress
796,53719,индепендент,NOUN,independent,independent,100.0,1.0,independent
799,1481,генеральный,ADJ,general,general,100.0,1.0,general
802,13997,кооперативный,ADJ,cooperative,cooperative,100.0,1.0,cooperative
804,39920,профит,VERB,profit,profit,100.0,1.0,profit
807,54735,фалл,NOUN,fall,fall,100.0,1.0,fall
808,58710,гольф,NOUN,golf,golf,100.0,1.0,golf
809,65110,гем,NOUN,gem,gem,100.0,1.0,gem
810,12573,кондуктор,NOUN,conductor,conductor,100.0,1.0,conductor
812,14469,сет,NOUN,set,set,100.0,1.0,set
822,1742,пресс,NOUN,press,press,100.0,1.0,press
823,3050,секретный,ADJ,secret,secret,100.0,1.0,secret
824,8792,рента,NOUN,rent,rent,100.0,1.0,rent
825,31226,голда,NOUN,gold,gold,100.0,1.0,gold
828,63188,миллс,NOUN,mills,mills,100.0,1.0,mills
851,14992,серверный,ADJ,server,server,100.0,1.0,server
852,15432,контрактный,ADJ,contract,contract,100.0,1.0,contract
853,16396,постинг,NOUN,posting,posting,100.0,1.0,posting
855,16946,электоральный,ADJ,electoral,electoral,100.0,1.0,electoral
861,23433,терминальный,ADJ,terminal,terminal,100.0,1.0,terminal
864,23669,процессорный,VERB,processor,processor,100.0,1.0,processor
870,28597,кредить,VERB,credit,credit,100.0,1.0,credit
875,29063,компонентный,ADJ,component,component,100.0,1.0,component
876,29387,рационал,VERB,rational,rational,100.0,1.0,rational
877,29846,базальный,ADJ,basal,basal,100.0,1.0,basal
882,30297,баннерный,ADJ,banner,banner,100.0,1.0,banner
883,30577,девиантный,ADJ,deviant,deviant,100.0,1.0,deviant
884,30983,георгес,NOUN,georges,georges,100.0,1.0,georges
890,31930,брэндинг,NOUN,branding,branding,100.0,1.0,branding
897,32835,дуальный,ADJ,dual,dual,100.0,1.0,dual
898,33455,интервальный,ADJ,interval,interval,100.0,1.0,interval
900,33643,компрессорный,ADJ,compressor,compressor,100.0,1.0,compressor
904,35203,прецедентный,ADJ,precedent,precedent,100.0,1.0,precedent
906,35864,нарративный,ADJ,narrative,narrative,100.0,1.0,narrative
909,36916,паин,NOUN,pain,pain,100.0,1.0,pain
911,38077,активный,ADJ,active,active,100.0,1.0,active
912,38483,пресет,VERB,preset,preset,100.0,1.0,preset
913,38553,дисконнект,NOUN,disconnect,disconnect,100.0,1.0,disconnect
916,38922,операциональный,VERB,operational,operational,100.0,1.0,operational
917,39094,спектатор,NOUN,spectator,spectator,100.0,1.0,spectator
918,39552,ордерный,VERB,order,order,100.0,1.0,order
919,39578,трент,NOUN,trent,trent,100.0,1.0,trent
931,42218,регионал,NOUN,regional,regional,100.0,1.0,regional
935,43115,стринг,NOUN,string,string,100.0,1.0,string
937,43555,клерикальный,ADJ,clerical,clerical,100.0,1.0,clerical
938,43701,ионик,NOUN,ionic,ionic,100.0,1.0,ionic
940,44387,спанк,NOUN,spank,spank,100.0,1.0,spank
943,44991,градиентный,ADJ,gradient,gradient,100.0,1.0,gradient
944,45017,сериальный,VERB,serial,serial,100.0,1.0,serial
947,45153,конституциональный,ADJ,constitutional,constitutional,100.0,1.0,constitutional
950,45788,аудить,VERB,audit,audit,100.0,1.0,audit
951,45942,юнить,VERB,unit,unit,100.0,1.0,unit
952,46132,мерэ,ADJ,mere,mere,100.0,1.0,mere
954,46310,програмный,ADJ,program,program,100.0,1.0,program
958,47123,цервикальный,ADJ,cervical,cervical,100.0,1.0,cervical
959,47281,эдить,VERB,edit,edit,100.0,1.0,edit
960,47468,пистонс,NOUN,pistons,pistons,100.0,1.0,pistons
963,47722,хостель,NOUN,hostel,hostel,100.0,1.0,hostel
966,48014,програма,NOUN,program,program,100.0,1.0,program
969,48991,партикулярный,ADJ,particular,particular,100.0,1.0,particular
970,49166,ассессмент,NOUN,assessment,assessment,100.0,1.0,assessment
974,49641,статс,NOUN,stats,stats,100.0,1.0,stats
975,49915,ректальный,ADJ,rectal,rectal,100.0,1.0,rectal
978,50666,валидный,ADJ,valid,valid,100.0,1.0,valid
982,51005,пресета,NOUN,preset,preset,100.0,1.0,preset
987,51724,стэм,VERB,stem,stem,100.0,1.0,stem
993,52613,трансформный,ADJ,transform,transform,100.0,1.0,transform
995,52763,паскал,VERB,pascal,pascal,100.0,1.0,pascal
996,52870,резидентный,ADJ,resident,resident,100.0,1.0,resident
997,52943,панс,NOUN,pans,pans,100.0,1.0,pans
1000,53314,константный,ADJ,constant,constant,100.0,1.0,constant
1001,53496,иррегулярный,VERB,irregular,irregular,100.0,1.0,irregular
1002,53513,элективный,ADJ,elective,elective,100.0,1.0,elective
1004,53846,вендор,NOUN,vendor,vendor,100.0,1.0,vendor
1005,54080,абдоминальный,ADJ,abdominal,abdominal,100.0,1.0,abdominal
1006,54135,палеть,VERB,pale,pale,100.0,1.0,pale
1009,54378,сэкс,NOUN,sex,sex,100.0,1.0,sex
1012,55733,результ,NOUN,result,result,100.0,1.0,result
1013,55743,фонт,NOUN,font,font,100.0,1.0,font
1014,55887,витаминка,NOUN,vitamin,vitamin,100.0,1.0,vitamin
1015,56225,панасоник,NOUN,panasonic,panasonic,100.0,1.0,panasonic
1016,56512,сеттинг,NOUN,setting,setting,100.0,1.0,setting
1017,56525,женес,VERB,genes,genes,100.0,1.0,genes
1018,56540,контентный,ADJ,content,content,100.0,1.0,content
1019,56576,рефлективный,ADJ,reflective,reflective,100.0,1.0,reflective
1024,57202,медальный,ADJ,medal,medal,100.0,1.0,medal
1033,58104,аддитивный,ADJ,additive,additive,100.0,1.0,additive
1035,58305,триал,NOUN,trial,trial,100.0,1.0,trial
1037,58708,дигитальный,ADJ,digital,digital,100.0,1.0,digital
1041,59726,бенефит,NOUN,benefit,benefit,100.0,1.0,benefit
1042,59734,таргетинг,NOUN,targeting,targeting,100.0,1.0,targeting
1043,59745,вариантный,VERB,variant,variant,100.0,1.0,variant
1044,59930,форматный,ADJ,format,format,100.0,1.0,format
1049,60697,хорня,NOUN,horn,horn,100.0,1.0,horn
1051,61127,контингентный,ADJ,contingent,contingent,100.0,1.0,contingent
1056,61698,скроллинг,NOUN,scrolling,scrolling,100.0,1.0,scrolling
1057,61905,подкаста,NOUN,podcast,podcast,100.0,1.0,podcast
1058,62001,сингулярный,ADJ,singular,singular,100.0,1.0,singular
1061,62645,рестарт,NOUN,restart,restart,100.0,1.0,restart
1063,63089,дескриптивный,ADJ,descriptive,descriptive,100.0,1.0,descriptive
1066,63560,трансферный,VERB,transfer,transfer,100.0,1.0,transfer
1067,63634,болдь,NOUN,bold,bold,100.0,1.0,bold
1068,63643,парциальный,VERB,partial,partial,100.0,1.0,partial
1069,63694,камкордер,NOUN,camcorder,camcorder,100.0,1.0,camcorder
1070,63830,проспективный,ADJ,prospective,prospective,100.0,1.0,prospective
1071,63963,элементальный,ADJ,elemental,elemental,100.0,1.0,elemental
1072,64266,статс,NOUN,stats,stats,100.0,1.0,stats
1075,64903,конфиг,NOUN,config,config,100.0,1.0,config
1076,64926,органь,NOUN,organ,organ,100.0,1.0,organ
1081,65851,риг,NOUN,rig,rig,100.0,1.0,rig
1085,3499,персональный,ADJ,personal,personal,100.0,1.0,personal
1086,19316,провинциал,NOUN,provincial,provincial,100.0,1.0,provincial
1089,22716,свинг,NOUN,swing,swing,100.0,1.0,swing
1101,5224,провинциальный,ADJ,provincial,provincial,100.0,1.0,provincial
1103,19602,фикс,NOUN,fix,fix,100.0,1.0,fix
1104,10837,бонд,NOUN,bond,bond,100.0,1.0,bond
1108,51818,кюре,NOUN,cure,cure,100.0,1.0,cure
1113,2902,протест,NOUN,protest,protest,100.0,1.0,protest
1125,21216,трансплантация,NOUN,transplantatio,transplantation,97.0,1.0,transplantation
1129,33116,классификационный,ADJ,classificationn,classification,97.0,1.0,classification
1133,152,организация,NOUN,organisatio,organisation,96.0,1.0,organization
1134,1497,регистрация,NOUN,registratio,registration,96.0,1.0,registration
1135,2088,конституция,NOUN,constitutio,constitution,96.0,1.0,constitution
1136,3535,демонстрация,NOUN,demonstratio,demonstration,96.0,1.0,demonstration
1137,3561,квалификация,NOUN,qualificatio,qualification,96.0,1.0,qualification
1138,3616,интерпретация,NOUN,interpretatio,interpretation,96.0,1.0,interpretation
1139,3719,иллюстрация,NOUN,illustratio,illustration,96.0,1.0,illustration
1140,4119,концентрация,NOUN,concentratio,concentration,96.0,1.0,concentration
1141,4311,реконструкция,NOUN,reconstructio,reconstruction,96.0,1.0,reconstruction
1142,4343,презентация,NOUN,presentatio,presentation,96.0,1.0,presentation
1143,4527,классификация,NOUN,classificatio,classification,96.0,1.0,classification
1144,4575,диссертация,NOUN,dissertatio,dissertation,96.0,1.0,thesis
1145,4673,документация,NOUN,documentatio,documentation,96.0,1.0,documentation
1146,5671,конфигурация,NOUN,configuratio,configuration,96.0,1.0,configuration
1147,6284,модификация,NOUN,modificatio,modification,96.0,1.0,modification
1148,6359,оптимизация,NOUN,optimisatio,optimisation,96.0,1.0,optimization
1149,7171,идентификация,NOUN,identificatio,identification,96.0,1.0,identification
1150,9770,консолидация,NOUN,consolidatio,consolidation,96.0,1.0,consolidation
1151,12174,транснациональный,ADJ,transational,transnational,96.0,1.0,transnational
1152,13126,обсерватория,NOUN,observatoryo,observatory,96.0,1.0,observatory
1153,14320,ратификация,NOUN,ratificatio,ratification,96.0,1.0,ratification
1154,16434,контрацепция,NOUN,contraceptio,contraception,96.0,1.0,contraception
1155,21299,консервация,NOUN,conservatio,conservation,96.0,1.0,conservation
1156,21416,тестостерон,NOUN,testosteron,testosterone,96.0,1.0,testosterone
1157,22449,регенерация,NOUN,regeneratio,regeneration,96.0,1.0,regeneration
1158,28947,сегментация,NOUN,segmentatio,segmentation,96.0,1.0,segmentation
1159,30563,фрагментация,NOUN,fragmentatio,fragmentation,96.0,1.0,fragmentation
1160,42142,конструктив,NOUN,constructiv,constructive,96.0,1.0,constructive
1161,46843,сноубординг,NOUN,snowbording,snowboarding,96.0,1.0,snowboarding
1162,56214,дерматология,NOUN,dermatologyo,dermatology,96.0,1.0,dermatology
1163,1458,характеристика,NOUN,haracteristic,characteristic,96.0,1.0,characteristic
1164,49522,сатисфакция,NOUN,satisfactio,satisfaction,96.0,1.0,satisfaction
1165,33659,конфигурационный,ADJ,configurationn,configuration,96.0,1.0,configuration
1167,13091,репродукция,NOUN,reproductio,reproduction,96.0,1.0,reproduction
1168,24427,трансмиссия,NOUN,transmissio,transmission,96.0,1.0,transmission
1170,55645,интродукция,NOUN,introductio,introduction,96.0,1.0,introduction
1171,9143,регистрационный,ADJ,registrationn,registration,96.0,1.0,registration
1172,52777,транссексуал,NOUN,transsexhual,transsexual,96.0,1.0,transsexual
1173,12471,конфронтация,NOUN,confrontatio,confrontation,96.0,1.0,confrontation
1175,47944,компрессионный,ADJ,compressionn,compression,96.0,1.0,compression
1176,32660,ретроспектива,NOUN,retrospectiv,retrospective,96.0,1.0,retrospective
1179,16399,демонстрационный,ADJ,demonstrationn,demonstration,96.0,1.0,demonstration
1180,3002,коммуникация,NOUN,communicatio,communication,96.0,1.0,communication
1182,56132,интеллектуалка,NOUN,intellectuale,intellectual,96.0,1.0,intellectual
1186,15984,интеграционный,VERB,integrationn,integration,96.0,1.0,integration
1188,29983,диссертационный,ADJ,dissertationn,dissertation,96.0,1.0,dissertation
1191,35854,комплементарный,ADJ,complementar,complementary,96.0,1.0,complementary
1193,38992,ретроспектив,VERB,retrospectiv,retrospective,96.0,1.0,retrospective
1196,42947,комплиментарный,ADJ,complimentar,complimentary,96.0,1.0,complimentary
1197,44228,ратификационный,ADJ,ratificationn,ratification,96.0,1.0,ratification
1199,52037,интелектуальный,ADJ,intelectual,intellectual,96.0,1.0,intellectual
1201,58472,пролиферация,NOUN,proliferatio,proliferation,96.0,1.0,proliferation
1204,65398,трансмиссионный,ADJ,transmissionn,transmission,96.0,1.0,transmission
1206,114,информация,NOUN,informatio,information,95.0,1.0,information
1207,1191,перспектива,NOUN,perspectiv,perspective,95.0,1.0,perspective
1208,1353,концепция,NOUN,conceptio,conception,95.0,1.0,concept
1209,1631,коллектив,NOUN,collectiv,collective,95.0,1.0,team
1210,1642,профессия,NOUN,professio,profession,95.0,1.0,profession
1211,1958,ассоциация,NOUN,associatio,association,95.0,1.0,association
1212,2129,лаборатория,NOUN,laboratoryo,laboratory,95.0,1.0,laboratory
1213,2194,инструкция,NOUN,instructio,instruction,95.0,1.0,instruction
1214,2326,парламент,NOUN,parlament,parliament,95.0,1.0,parliament
1215,2574,консультант,NOUN,consultaant,consultant,95.0,1.0,consultant
1216,2595,коллекция,NOUN,collectio,collection,95.0,1.0,collection
1217,2619,оппозиция,NOUN,oppositio,opposition,95.0,1.0,opposition
1218,2928,репутация,NOUN,reputatio,reputation,95.0,1.0,reputation
1219,3238,пропаганда,NOUN,propagand,propaganda,95.0,1.0,propaganda
1220,3730,композиция,NOUN,compositio,composition,95.0,1.0,composition
1221,3732,интеграция,NOUN,integratio,integration,95.0,1.0,integration
1222,4008,депрессия,NOUN,depressio,depression,95.0,1.0,depression
1223,4062,комбинация,NOUN,combinatio,combination,95.0,1.0,combination
1224,4333,агрессивный,ADJ,agressive,aggressive,95.0,1.0,aggressive
1225,4477,мотивация,NOUN,motivatio,motivation,95.0,1.0,motivation
1226,4528,декларация,NOUN,declaratio,declaration,95.0,1.0,declaration
1227,5256,ассортимент,NOUN,assortiment,assortment,95.0,1.0,range
1228,5683,инспекция,NOUN,inspectio,inspection,95.0,1.0,inspection
1229,5717,медитация,NOUN,meditatio,meditation,95.0,1.0,meditation
1230,6031,диагностика,NOUN,diagnostic,diagnostics,95.0,1.0,diagnostics
1231,6429,номинация,NOUN,nominatio,nomination,95.0,1.0,nomination
1232,8235,кооператив,NOUN,cooperativ,cooperative,95.0,1.0,cooperative
1233,9112,абстракция,NOUN,abstractio,abstraction,95.0,1.0,abstraction
1234,10286,навигация,NOUN,navigatio,navigation,95.0,1.0,navigation
1235,10412,астрология,NOUN,astrologyo,astrology,95.0,1.0,astrology
1236,11996,плантация,NOUN,plantatio,plantation,95.0,1.0,plantation
1237,12809,транзакция,NOUN,transactio,transaction,95.0,1.0,transaction
1238,17960,инициация,NOUN,initiatio,initiation,95.0,1.0,initiation
1239,18209,активация,NOUN,activatio,activation,95.0,1.0,activation
1240,19939,концентрат,NOUN,concentrat,concentrate,95.0,1.0,concentrate
1241,20135,протектор,NOUN,protector,protectors,95.0,1.0,tread
1242,21543,диспозиция,NOUN,dispositio,disposition,95.0,1.0,disposition
1243,25821,конверсия,NOUN,conversio,conversion,95.0,1.0,conversion
1244,29851,репликация,NOUN,replicatio,replication,95.0,1.0,replication
1245,33487,кардиология,NOUN,cardiologyo,cardiology,95.0,1.0,cardiology
1246,33601,сегрегация,NOUN,segregatio,segregation,95.0,1.0,segregation
1247,34948,индикация,NOUN,indicatio,indication,95.0,1.0,indication
1248,36671,контекстуальный,ADJ,contexttual,contextual,95.0,1.0,contextual
1249,38420,депривация,NOUN,deprivatio,deprivation,95.0,1.0,deprivation
1250,40205,мегапиксель,NOUN,megapixeal,megapixel,95.0,1.0,megapixel
1251,48032,радиология,NOUN,radiologyo,radiology,95.0,1.0,radiology
1252,51681,конвекция,NOUN,convectio,convection,95.0,1.0,convection
1253,54826,рекрутинг,NOUN,recruting,recruiting,95.0,1.0,recruiting
1254,58226,президент,NOUN,president,presidents,95.0,1.0,the president
1255,60009,модерация,NOUN,moderatio,moderation,95.0,1.0,moderation
1256,749,автомобиль,NOUN,automobil,automobile,95.0,1.0,automobile
1257,35312,алкоголичка,NOUN,alcoholizc,alcoholic,95.0,1.0,alcoholic
1264,3870,телевизионный,ADJ,televisionn,television,95.0,1.0,television
1265,59650,индукционный,ADJ,inductionn,induction,95.0,1.0,induction
1266,40335,директорат,NOUN,directorat,directorate,95.0,1.0,directorate
1267,21898,компрессия,NOUN,compressio,compression,95.0,1.0,compression
1273,9594,стационарный,ADJ,stationar,stationary,95.0,1.0,stationary
1276,47268,ирригация,NOUN,irrigatio,irrigation,95.0,1.0,irrigation
1278,37221,обструкция,NOUN,obstructio,obstruction,95.0,1.0,obstruction
1281,21610,трансакция,NOUN,transactio,transaction,95.0,1.0,transaction
1282,42805,провинциалка,NOUN,provinciale,provincial,95.0,1.0,provincial
1285,13085,радиационный,ADJ,radiationn,radiation,95.0,1.0,radiation
1289,6124,резолюция,NOUN,resolutio,resolution,95.0,1.0,resolution
1292,46637,перцепция,NOUN,perceptio,perception,95.0,1.0,perception
1299,11768,апартамент,NOUN,apartament,apartment,95.0,1.0,apartment
1303,21491,респондентка,NOUN,respondentc,respondent,95.0,1.0,respondent
1305,25678,дисперсия,NOUN,dispersio,dispersion,95.0,1.0,dispersion
1306,30015,ассортиментный,ADJ,assortiment,assortment,95.0,1.0,assortment
1307,31216,респираторный,ADJ,respirator,respiratory,95.0,1.0,respiratory
1308,32404,документарный,ADJ,documentar,documentary,95.0,1.0,documentary
1310,35595,конверсионный,ADJ,conversionn,conversion,95.0,1.0,conversion
1313,41432,электроничка,NOUN,electronizc,electronic,95.0,1.0,electronic
1315,43372,ирригационный,VERB,irrigationn,irrigation,95.0,1.0,irrigation
1321,47506,комиссионка,NOUN,comission,commission,95.0,1.0,commission
1323,51351,интеракция,NOUN,interactio,interaction,95.0,1.0,interaction
1326,53175,интерактив,VERB,interactiv,interactive,95.0,1.0,interactive
1327,56119,атракцион,NOUN,atraction,attraction,95.0,1.0,attraction
1328,58755,прогрессив,NOUN,progressiv,progressive,95.0,1.0,progressive
